source,scheme_id,title,summary,ministry,categories,beneficiary_state,tags,official_links,document_links,contact_numbers,contact_emails,office_addresses,how_to_apply,eligibility,required_documents,faqs
india.gov.in,gras,Gopal Ratna Award Scheme,"""Gopal Ratna Award Scheme"" intends to appreciate the achievement of Dairy Farmers for the highest individual milk production by undertaking scientific Dairy Farming in the State of Goa and encouraging youth to take up the Dairy Business.",,"Agriculture,Rural & Environment",,Milk; Animal; Husbandry; Award; Farming; Dairy,https://www.india.gov.in/my-government/schemes/search?keyword=Gopal%20Ratna%20Award%20Scheme,,,,,,,,
india.gov.in,gsgos,Group Supply Of Goats And Sheep,"Group supply of goats and sheep refers to the practice of selling or distributing goats and sheep in groups, rather than as individual animals. In Maharashtra, this practice is common among farmers, livestock traders, and cooperative organizations.",,Business & Entrepreneurship; Skills & Employment,,Tribal Scheme; Goat Supply; Sheep Supply; Maharashtra Scheme; State Scheme,https://www.india.gov.in/my-government/schemes/search?keyword=Group%20Supply%20Of%20Goats%20And%20Sheep,,,,,,,,
india.gov.in,smspguj,Sub mission on Seeds and Planting Material,"The scheme aims to increase the production of certified/quality seed; strengthen Seed Testing Laboratories; assist Seed Producing Institutes for the adoption of new technologies, ensuring farmers get quality seeds at the right time and reasonable prices.",,"Agriculture,Rural & Environment",,Improve Seed Quality; Seed Bank; Quality Control Laboratories; Farmer,https://www.india.gov.in/my-government/schemes/search?keyword=Sub%20mission%20on%20Seeds%20and%20Planting%20Material,,,,,,,,
india.gov.in,ascfseguj,Assistance to Scheduled Castes for Fisheries: Scheme For Fish Sale Equipment - Gujarat,"The scheme aims to increase fish production and provide employment to Scheduled Caste (SC) individuals engaged in inland fisheries. Through this scheme, financial assistance is provided for purchasing fish sale equipment to SC fish farmers and fishermen.",,"Agriculture,Rural & Environment",,Fish Production; Fish Farming; Fishermen; Fish Farmer; Fish Sale Equipments,https://www.india.gov.in/my-government/schemes/search?keyword=Assistance%20to%20Scheduled%20Castes%20for%20Fisheries%3A%20Scheme%20For%20Fish%20Sale%20Equipment%20-%20Gujarat,,,,,,,,
india.gov.in,ascfbnguj,Assistance to Scheduled Castes for Fisheries: Boat Net Gujarat,"The scheme aims to assist boat nets, which are provided to Scheduled Caste (SC) fishermen and fish farmers, to increase fish production by rearing fish in reservoirs and providing employment to SC individuals involved in inland fisheries.",,"Agriculture,Rural & Environment",,Fish Production; Fish Farming; Fishermen; Fish Farmer; Boat Net,https://www.india.gov.in/my-government/schemes/search?keyword=Assistance%20to%20Scheduled%20Castes%20for%20Fisheries%3A%20Boat%20Net%20Gujarat,,,,,,,,
india.gov.in,dbwa,Development of Brackish Water Aquaculture,"The scheme ""Development of Brackish Water Aquaculture"" introduced by the Agriculture, Farmers Welfare and Cooperation Department, Gujarat, aims to support the development of brackish water aquaculture through financial assistance for infrastructure, equipment, and modern shrimp farming techniques.",,"Agriculture,Rural & Environment",,Agriculture; Fishing Activities; Fishermen; Aquaculture,https://www.india.gov.in/my-government/schemes/search?keyword=Development%20of%20Brackish%20Water%20Aquaculture,,,,,,,,
india.gov.in,atmfcvc,Assistance in Trellise Mandap for Cultivation of Vegetable Crops,"The scheme ""Assistance in Trellise Mandap for Cultivation of Vegetable Crops"" aims to promote structured vegetable farming through the provision of financial assistance for constructing kachha/semi-pucca/pucca trellis mandaps to all farmers across the state.",,"Agriculture,Rural & Environment",,Agriculture; Vegetable Farming; Trellis Mandap; Farming Infrastructure,https://www.india.gov.in/my-government/schemes/search?keyword=Assistance%20in%20Trellise%20Mandap%20for%20Cultivation%20of%20Vegetable%20Crops,,,,,,,,
india.gov.in,nmsa-pkvy,National Mission For Sustainable Agriculture-Parmparagat Krishi Vikas Yojana (NMSA-PKVY),"The scheme ""National Mission For Sustainable Agriculture-Parmparagat Krishi Vikas Yojana (NMSA-PKVY)"" is a Centrally Sponsored Scheme that aims to promote organic farming practices through providing financial assistance for organic inputs and infrastructure support to farmers.",,"Agriculture,Rural & Environment",,Organic Farming; Sustainable Agriculture; Infrastructure Support,https://www.india.gov.in/my-government/schemes/search?keyword=National%20Mission%20For%20Sustainable%20Agriculture-Parmparagat%20Krishi%20Vikas%20Yojana%20%28NMSA-PKVY%29,,,,,,,,
india.gov.in,pobahad,Planning for Best Livestock Keeper's Award Function,"The ""Planning for Best Livestock Keeper's Award Function"" scheme by the Agriculture, Farmers Welfare and Cooperation Department honors outstanding pastoralists in Gujarat by awarding them at Taluka, District, and State levels for their excellence in animal husbandry.",,"Agriculture,Rural & Environment",,Agriculture; Animal Husbandry; Award; Financial Assistance,https://www.india.gov.in/my-government/schemes/search?keyword=Planning%20for%20Best%20Livestock%20Keeper%27s%20Award%20Function,,,,,,,,
india.gov.in,cmfmc,Creation of Modern Facilities in Market Committee: Scheme to provide assistance foe setting up modern facilities in Market Committee,"This scheme has been introduced by the Agriculture, Farmers Welfare and Cooperation Dept., Gujarat. It aims to provide financial assistance to Market Committees for setting up modern facilities, improving agricultural infrastructure, and enhancing the competitiveness of agricultural markets.",,"Agriculture,Rural & Environment; Business & Entrepreneurship",,Agriculture; Market Committee; Modern Facilities,https://www.india.gov.in/my-government/schemes/search?keyword=Creation%20of%20Modern%20Facilities%20in%20Market%20Committee%3A%20Scheme%20to%20provide%20assistance%20foe%20setting%20up%20modern%20facilities%20in%20Market%20Committee,,,,,,,,
india.gov.in,gopinath-munde-shetkari-apghat-suraksha-sanugrah-audhan-yojana,Gopinath Munde Shetkari Apghat Suraksha Sanugrah Audhan Yojana,In order to give financial support to the aggrieved family members of the ill-fated farmers the State Govt. has provided accident claim cover through Gopinath Munde Shetkari Apghat Suraksha Sanugrah Audhan Yojana in the year 2023-24.,,"Agriculture,Rural & Environment",,Compensation; Person With Disability; General; Direct Benefit Transfer; Assistance; Farmer,https://www.india.gov.in/my-government/schemes/search?keyword=Gopinath%20Munde%20Shetkari%20Apghat%20Suraksha%20Sanugrah%20Audhan%20Yojana,,,,,,,,
india.gov.in,eogu,Establishment of Goat Unit (10 +1),"The ""Establishment of Goat Unit (10+1)"" scheme by the Agriculture, Farmers Welfare and Cooperation Department, Gujarat, aims to promote the social and economic upliftment of goat breeders by encouraging goat breeding and genetic improvement through pure breeding.",,"Agriculture,Rural & Environment",,Animal Husbandry; Goat Breeding; Goat Unit,https://www.india.gov.in/my-government/schemes/search?keyword=Establishment%20of%20Goat%20Unit%20%2810%20%2B1%29,,,,,,,,
india.gov.in,mfihdg,Mission for Integrated Horticulture Development (MIDH),"The scheme ""Mission for Integrated Horticulture Development (MIDH)"" is a centrally sponsored scheme that aims to promote growth in the horticulture sector through financial and technical support to farmers for cultivation, post-harvest management, and market linkage development.",,"Agriculture,Rural & Environment",,Horticulture; Post-Harvest Management; Horticulture; Market Development,https://www.india.gov.in/my-government/schemes/search?keyword=Mission%20for%20Integrated%20Horticulture%20Development%20%28MIDH%29,,,,,,,,
india.gov.in,ssegu10gcp,Subsidy Scheme For Establishment Of Goat Unit (10+1) For General Category People,"The scheme “Subsidy Scheme for Establishment of Goat Unit (10+1) for General Category People” was launched by the Department of Agriculture, Farmers Welfare & Co-operation, Government of Gujarat to uplift Economically poor livestock breeders of Gujarat State.",,"Agriculture,Rural & Environment; Business & Entrepreneurship",,General Category; Goat; Subsidy; Milk Production; Employment,https://www.india.gov.in/my-government/schemes/search?keyword=Subsidy%20Scheme%20For%20Establishment%20Of%20Goat%20Unit%20%2810%2B1%29%20For%20General%20Category%20People,,,,,,,,
india.gov.in,ssegu10stw,Subsidy Scheme For Establishment Of Goat Unit (10+1) For Scheduled Tribe Women,"The scheme “Subsidy Scheme for Establishment of Goat Unit (10+1) for Scheduled Tribe Women” was launched by the Department of Agriculture, Farmers Welfare & Co-operation, Government of Gujarat to uplift Economically poor livestock breeders of Gujarat State.",,"Agriculture,Rural & Environment; Business & Entrepreneurship; Women and Child",,Scheduled Tribe; Woman; Subsidy; Milk Production; Goat,https://www.india.gov.in/my-government/schemes/search?keyword=Subsidy%20Scheme%20For%20Establishment%20Of%20Goat%20Unit%20%2810%2B1%29%20For%20Scheduled%20Tribe%20Women,,,,,,,,
india.gov.in,sseg10scp,Subsidy Scheme For Establishment Of Goat Unit (10+1) For Scheduled Caste People,"The scheme “Subsidy Scheme for Establishment of Goat Unit (10+1) for Scheduled Caste People” was launched by the Dept. of Agriculture, Farmers Welfare & Co-operation, Government of Gujarat to uplift economically poor livestock breeders of Gujarat State.",,"Agriculture,Rural & Environment; Business & Entrepreneurship",,Scheduled Caste; Goat; Subsidy; Milk Production; Employment,https://www.india.gov.in/my-government/schemes/search?keyword=Subsidy%20Scheme%20For%20Establishment%20Of%20Goat%20Unit%20%2810%2B1%29%20For%20Scheduled%20Caste%20People,,,,,,,,
india.gov.in,kuksy,Krishak Utpadak Kshati Sahayata Yojana,"The scheme aims to provide financial assistance and compensation to farmers in the event of loss or damage to crops, livestock, or agricultural land caused by fire, flood, or heavy rains in the notified areas of the state.",,"Agriculture,Rural & Environment",,Agriculture; Damage Assistance; Farmer; Natural Calamities; Crop Damage; Compensation,https://www.india.gov.in/my-government/schemes/search?keyword=Krishak%20Utpadak%20Kshati%20Sahayata%20Yojana,,,,,,,,
india.gov.in,nbepureda,National Bio Energy Programme - Uttarakhand Renewable Energy Development Agency,"The scheme aims to promote the use of biogas as a clean and renewable energy source, help livestock farmers set up biogas plants, reduce the use of conventional fuels, and support eco-friendly rural development in the state.",,Transport & Infrastructure,,UREDA; Bio Energy; Cooking Gas; Biogas; Livestock Farmer; Cattle Rearer,https://www.india.gov.in/my-government/schemes/search?keyword=National%20Bio%20Energy%20Programme%20-%20Uttarakhand%20Renewable%20Energy%20Development%20Agency,,,,,,,,
india.gov.in,nmeoesg,National Mission on Edible Oil- Oil Palm: Establishment of Seed Garden,"The scheme component ""Establishment of Seed Garden"" launched under the ""National Mission on Edible Oil–Oil Palm"" scheme aims to increase oil palm production in Gujarat and reduce imports by establishing seed gardens through infrastructure support to farmers.",,"Agriculture,Rural & Environment",,Edible Oil; Seed Orchard Infrastructure; Oil Palm Nursery Development; Farmer,https://www.india.gov.in/my-government/schemes/search?keyword=National%20Mission%20on%20Edible%20Oil-%20Oil%20Palm%3A%20Establishment%20of%20Seed%20Garden,,,,,,,,
india.gov.in,isaltlcss,Interest Subvention against long terms loan to the Co-operative sugar societies (Normal Area) (Tribal Area),"This scheme has been introduced by the Agriculture, Farmers Welfare and Cooperation Department, Gujarat. It aims to provide interest subvention on long-term loans taken by sugar cooperative societies for payment of sugarcane arrears for the year 2018-19.",,"Agriculture,Rural & Environment",,Agriculture; Farmer; Sugar Co-operatives; Terms Loan; Interest Subvention,https://www.india.gov.in/my-government/schemes/search?keyword=Interest%20Subvention%20against%20long%20terms%20loan%20to%20the%20Co-operative%20sugar%20societies%20%28Normal%20Area%29%20%28Tribal%20Area%29,,,,,,,,
india.gov.in,spsmct,Scheme to Provide Assistance to Sate Market Committees as well as Taluka-District Co-operative Purchase and Sale Union to Construct Large Size Warehouse Godowns,"This scheme has been introduced by the Agriculture, Farmers Welfare and Cooperation Department, Gujarat. It aims to provide financial assistance to State Market Committees and Taluka-District Co-operative Purchase and Sale Unions for constructing large-sized warehouse godowns",,"Agriculture,Rural & Environment",,Agriculture; Market Committee; Warehouse Godowns,https://www.india.gov.in/my-government/schemes/search?keyword=Scheme%20to%20Provide%20Assistance%20to%20Sate%20Market%20Committees%20as%20well%20as%20Taluka-District%20Co-operative%20Purchase%20and%20Sale%20Union%20to%20Construct%20Large%20Size%20Warehouse%20Godowns,,,,,,,,
india.gov.in,sse100bbfsc,Subsidy Scheme For Establishment Of 100 Broiler Birds' Farm For Schedule Caste,"The scheme “Subsidy Scheme for Establishment of 100 Broiler Birds' Farm for Schedule Caste” was launched by the Department of Agriculture, Farmers Welfare & Co-operation, Government of Gujarat to provide supplementary income to Schedule Caste People of the society.",,"Agriculture,Rural & Environment; Business & Entrepreneurship",,Poultry Farming; Scheduled Caste; Subsidy; Broiler Birds; Financial Assistance,https://www.india.gov.in/my-government/schemes/search?keyword=Subsidy%20Scheme%20For%20Establishment%20Of%20100%20Broiler%20Birds%27%20Farm%20For%20Schedule%20Caste,,,,,,,,
